museum,accession,record_url,mint_hint,weight_g,diam_mm
BnF,cb41740731v,https://gallica.bnf.fr/ark:/12148/cb41740731v,thurium_copia,,
BnF,cb417407326,https://gallica.bnf.fr/ark:/12148/cb417407326,thurium_copia,,
BnF,cb41740733j,https://gallica.bnf.fr/ark:/12148/cb41740733j,velia,,
BnF,cb41740734w,https://gallica.bnf.fr/ark:/12148/cb41740734w,velia,,
BnF,cb417407357,https://gallica.bnf.fr/ark:/12148/cb417407357,velia,,
BnF,cb41740736k,https://gallica.bnf.fr/ark:/12148/cb41740736k,velia,,
BnF,cb41740737x,https://gallica.bnf.fr/ark:/12148/cb41740737x,velia,,
BnF,cb417407388,https://gallica.bnf.fr/ark:/12148/cb417407388,velia,,
BnF,cb41740739m,https://gallica.bnf.fr/ark:/12148/cb41740739m,velia,,
BnF,cb417407415,https://gallica.bnf.fr/ark:/12148/cb417407415,velia,,
BnF,cb41740742h,https://gallica.bnf.fr/ark:/12148/cb41740742h,velia,,
BnF,cb41740743v,https://gallica.bnf.fr/ark:/12148/cb41740743v,velia,,
BnF,cb417407446,https://gallica.bnf.fr/ark:/12148/cb417407446,velia,,
BnF,cb41740745j,https://gallica.bnf.fr/ark:/12148/cb41740745j,velia,,
BnF,cb417407477,https://gallica.bnf.fr/ark:/12148/cb417407477,velia,,
BnF,cb41740748k,https://gallica.bnf.fr/ark:/12148/cb41740748k,velia,,
BnF,cb41740749x,https://gallica.bnf.fr/ark:/12148/cb41740749x,velia,,
BnF,cb417407504,https://gallica.bnf.fr/ark:/12148/cb417407504,velia,,
BnF,cb41740751g,https://gallica.bnf.fr/ark:/12148/cb41740751g,velia,,
BnF,cb41740752t,https://gallica.bnf.fr/ark:/12148/cb41740752t,velia,,
BnF,cb41740754h,https://gallica.bnf.fr/ark:/12148/cb41740754h,velia,,
BnF,cb41740755v,https://gallica.bnf.fr/ark:/12148/cb41740755v,velia,,
BnF,cb417407566,https://gallica.bnf.fr/ark:/12148/cb417407566,velia,,
BnF,cb41740757j,https://gallica.bnf.fr/ark:/12148/cb41740757j,velia,,
BnF,cb41740758w,https://gallica.bnf.fr/ark:/12148/cb41740758w,velia,,
BnF,cb417407597,https://gallica.bnf.fr/ark:/12148/cb417407597,velia,,
BnF,cb41740760f,https://gallica.bnf.fr/ark:/12148/cb41740760f,velia,,
BnF,cb41740761s,https://gallica.bnf.fr/ark:/12148/cb41740761s,velia,,
BnF,cb417407624,https://gallica.bnf.fr/ark:/12148/cb417407624,velia,,
BnF,cb41740763g,https://gallica.bnf.fr/ark:/12148/cb41740763g,velia,,
BnF,cb41740767v,https://gallica.bnf.fr/ark:/12148/cb41740767v,velia,,
BnF,cb417407686,https://gallica.bnf.fr/ark:/12148/cb417407686,velia,,
BnF,cb417407775,https://gallica.bnf.fr/ark:/12148/cb417407775,croton,,
BnF,cb41740778h,https://gallica.bnf.fr/ark:/12148/cb41740778h,croton,,
BnF,cb41740779v,https://gallica.bnf.fr/ark:/12148/cb41740779v,croton,,
BnF,cb417407802,https://gallica.bnf.fr/ark:/12148/cb417407802,croton,,
BnF,cb41740781d,https://gallica.bnf.fr/ark:/12148/cb41740781d,croton,,
BnF,cb41740782r,https://gallica.bnf.fr/ark:/12148/cb41740782r,croton,,
BnF,cb417407833,https://gallica.bnf.fr/ark:/12148/cb417407833,croton,,
BnF,cb41740784f,https://gallica.bnf.fr/ark:/12148/cb41740784f,croton,,
BnF,cb41740785s,https://gallica.bnf.fr/ark:/12148/cb41740785s,croton,,
BnF,cb417407864,https://gallica.bnf.fr/ark:/12148/cb417407864,croton,,
BnF,cb41740787g,https://gallica.bnf.fr/ark:/12148/cb41740787g,croton,,
BnF,cb41740809z,https://gallica.bnf.fr/ark:/12148/cb41740809z,rhegium,,
BnF,cb417408105,https://gallica.bnf.fr/ark:/12148/cb417408105,rhegium,,
BnF,cb41740811h,https://gallica.bnf.fr/ark:/12148/cb41740811h,rhegium,,
BnF,cb41740839w,https://gallica.bnf.fr/ark:/12148/cb41740839w,neapolis,,
BnF,cb41741066t,https://gallica.bnf.fr/ark:/12148/cb41741066t,velia,,
BnF,cb417410675,https://gallica.bnf.fr/ark:/12148/cb417410675,velia,,
BnF,cb41741089g,https://gallica.bnf.fr/ark:/12148/cb41741089g,suessa_aurunca,,
BnF,cb417410911,https://gallica.bnf.fr/ark:/12148/cb417410911,brundisium,,
BnF,cb41741092c,https://gallica.bnf.fr/ark:/12148/cb41741092c,brundisium,,
BnF,cb41741093q,https://gallica.bnf.fr/ark:/12148/cb41741093q,brundisium,,
BnF,cb417410942,https://gallica.bnf.fr/ark:/12148/cb417410942,brundisium,,
BnF,cb41741095d,https://gallica.bnf.fr/ark:/12148/cb41741095d,brundisium,,
BnF,cb41741096r,https://gallica.bnf.fr/ark:/12148/cb41741096r,brundisium,,
BnF,cb417410973,https://gallica.bnf.fr/ark:/12148/cb417410973,brundisium,,
BnF,cb41741098f,https://gallica.bnf.fr/ark:/12148/cb41741098f,brundisium,,
BnF,cb41741099s,https://gallica.bnf.fr/ark:/12148/cb41741099s,brundisium,,
BnF,cb417411005,https://gallica.bnf.fr/ark:/12148/cb417411005,brundisium,,
BnF,cb41741101h,https://gallica.bnf.fr/ark:/12148/cb41741101h,brundisium,,
BnF,cb41741102v,https://gallica.bnf.fr/ark:/12148/cb41741102v,brundisium,,
BnF,cb417411036,https://gallica.bnf.fr/ark:/12148/cb417411036,brundisium,,
BnF,cb41741107k,https://gallica.bnf.fr/ark:/12148/cb41741107k,arpi,,
BnF,cb417411098,https://gallica.bnf.fr/ark:/12148/cb417411098,brundisium,,
BnF,cb41741550t,https://gallica.bnf.fr/ark:/12148/cb41741550t,neapolis,,
BnF,cb417415515,https://gallica.bnf.fr/ark:/12148/cb417415515,neapolis,,
BnF,cb41741552h,https://gallica.bnf.fr/ark:/12148/cb41741552h,neapolis,,
BnF,cb41741553v,https://gallica.bnf.fr/ark:/12148/cb41741553v,neapolis,,
BnF,cb417415546,https://gallica.bnf.fr/ark:/12148/cb417415546,neapolis,,
BnF,cb41741555j,https://gallica.bnf.fr/ark:/12148/cb41741555j,neapolis,,
BnF,cb41741556w,https://gallica.bnf.fr/ark:/12148/cb41741556w,neapolis,,
BnF,cb417415577,https://gallica.bnf.fr/ark:/12148/cb417415577,neapolis,,
BnF,cb41741558k,https://gallica.bnf.fr/ark:/12148/cb41741558k,neapolis,,
BnF,cb41741559x,https://gallica.bnf.fr/ark:/12148/cb41741559x,neapolis,,
BnF,cb417415604,https://gallica.bnf.fr/ark:/12148/cb417415604,neapolis,,
BnF,cb41741561g,https://gallica.bnf.fr/ark:/12148/cb41741561g,neapolis,,
BnF,cb41741778r,https://gallica.bnf.fr/ark:/12148/cb41741778r,neapolis,,
BnF,cb417418034,https://gallica.bnf.fr/ark:/12148/cb417418034,croton,,
BnF,cb417418828,https://gallica.bnf.fr/ark:/12148/cb417418828,neapolis,7.02,24.0
BnF,cb417418859,https://gallica.bnf.fr/ark:/12148/cb417418859,neapolis,,
BnF,cb41741886n,https://gallica.bnf.fr/ark:/12148/cb41741886n,neapolis,,
BnF,cb417418870,https://gallica.bnf.fr/ark:/12148/cb417418870,neapolis,6.77,18.0
BnF,cb41741890w,https://gallica.bnf.fr/ark:/12148/cb41741890w,neapolis,4.88,18.0
BnF,cb417418917,https://gallica.bnf.fr/ark:/12148/cb417418917,neapolis,5.91,18.0
BnF,cb41741892k,https://gallica.bnf.fr/ark:/12148/cb41741892k,neapolis,,
BnF,cb41741893x,https://gallica.bnf.fr/ark:/12148/cb41741893x,neapolis,2.43,15.0
BnF,cb417418948,https://gallica.bnf.fr/ark:/12148/cb417418948,neapolis,2.21,14.0
BnF,cb41741895m,https://gallica.bnf.fr/ark:/12148/cb41741895m,neapolis,,
BnF,cb417418990,https://gallica.bnf.fr/ark:/12148/cb417418990,suessa_aurunca,,
BnF,cb41741900c,https://gallica.bnf.fr/ark:/12148/cb41741900c,teanum_sidicinum,,
BnF,cb41741901q,https://gallica.bnf.fr/ark:/12148/cb41741901q,teanum_sidicinum,,
BnF,cb417419022,https://gallica.bnf.fr/ark:/12148/cb417419022,teanum_sidicinum,,
BnF,cb41741904r,https://gallica.bnf.fr/ark:/12148/cb41741904r,arpi,4.83,20.0
BnF,cb417419053,https://gallica.bnf.fr/ark:/12148/cb417419053,hyrium,,
BnF,cb41741906f,https://gallica.bnf.fr/ark:/12148/cb41741906f,venusia,,
BnF,cb41741907s,https://gallica.bnf.fr/ark:/12148/cb41741907s,tarentum,,
BnF,cb417419084,https://gallica.bnf.fr/ark:/12148/cb417419084,tarentum,7.94,21.0
BnF,cb41741909g,https://gallica.bnf.fr/ark:/12148/cb41741909g,tarentum,7.82,14.0
BnF,cb41741910p,https://gallica.bnf.fr/ark:/12148/cb41741910p,tarentum,7.92,20.0
BnF,cb417419111,https://gallica.bnf.fr/ark:/12148/cb417419111,tarentum,,
BnF,cb41741912c,https://gallica.bnf.fr/ark:/12148/cb41741912c,tarentum,6.53,21.0
BnF,cb41741913q,https://gallica.bnf.fr/ark:/12148/cb41741913q,tarentum,6.61,18.0
BnF,cb417419142,https://gallica.bnf.fr/ark:/12148/cb417419142,tarentum,6.49,19.0
BnF,cb41741915d,https://gallica.bnf.fr/ark:/12148/cb41741915d,tarentum,,
BnF,cb41741916r,https://gallica.bnf.fr/ark:/12148/cb41741916r,tarentum,2.1,20.0
BnF,cb417419173,https://gallica.bnf.fr/ark:/12148/cb417419173,tarentum,7.36,19.0
BnF,cb41741918f,https://gallica.bnf.fr/ark:/12148/cb41741918f,tarentum,1.1,11.0
BnF,cb41741919s,https://gallica.bnf.fr/ark:/12148/cb41741919s,tarentum,,
BnF,cb417419200,https://gallica.bnf.fr/ark:/12148/cb417419200,heraclea,,
BnF,cb41741922p,https://gallica.bnf.fr/ark:/12148/cb41741922p,metapontum,,
BnF,cb417419231,https://gallica.bnf.fr/ark:/12148/cb417419231,metapontum,,
BnF,cb41741924c,https://gallica.bnf.fr/ark:/12148/cb41741924c,metapontum,,
BnF,cb41741925q,https://gallica.bnf.fr/ark:/12148/cb41741925q,metapontum,7.69,20.0
BnF,cb417419262,https://gallica.bnf.fr/ark:/12148/cb417419262,metapontum,2.62,14.0
BnF,cb41741928r,https://gallica.bnf.fr/ark:/12148/cb41741928r,poseidonia_paestum,,
BnF,cb417419293,https://gallica.bnf.fr/ark:/12148/cb417419293,thurium_copia,15.15,26.0
BnF,cb417419309,https://gallica.bnf.fr/ark:/12148/cb417419309,thurium_copia,,
BnF,cb41741931n,https://gallica.bnf.fr/ark:/12148/cb41741931n,thurium_copia,6.58,21.0
BnF,cb417419320,https://gallica.bnf.fr/ark:/12148/cb417419320,thurium_copia,1.05,12.0
BnF,cb41741933b,https://gallica.bnf.fr/ark:/12148/cb41741933b,velia,,
BnF,cb41741937q,https://gallica.bnf.fr/ark:/12148/cb41741937q,velia,7.35,22.0
BnF,cb417419591,https://gallica.bnf.fr/ark:/12148/cb417419591,croton,,
BnF,cb417419607,https://gallica.bnf.fr/ark:/12148/cb417419607,croton,,
BnF,cb41741962x,https://gallica.bnf.fr/ark:/12148/cb41741962x,vibo_hipponium,9.74,25.0
BnF,cb417419638,https://gallica.bnf.fr/ark:/12148/cb417419638,vibo_hipponium,,
BnF,cb41741964m,https://gallica.bnf.fr/ark:/12148/cb41741964m,vibo_hipponium,4.71,19.0
BnF,cb417419669,https://gallica.bnf.fr/ark:/12148/cb417419669,venusia,,
BnF,cb41741974x,https://gallica.bnf.fr/ark:/12148/cb41741974x,rhegium,17.3,24.0
BnF,cb41741976m,https://gallica.bnf.fr/ark:/12148/cb41741976m,rhegium,9.33,21.0
BnF,cb41741977z,https://gallica.bnf.fr/ark:/12148/cb41741977z,rhegium,,
BnF,cb417419789,https://gallica.bnf.fr/ark:/12148/cb417419789,rhegium,9.09,22.0
BnF,cb41741979n,https://gallica.bnf.fr/ark:/12148/cb41741979n,rhegium,8.47,23.0
BnF,cb41741980v,https://gallica.bnf.fr/ark:/12148/cb41741980v,rhegium,8.17,23.0
BnF,cb417419816,https://gallica.bnf.fr/ark:/12148/cb417419816,rhegium,8.12,23.0
BnF,cb41741982j,https://gallica.bnf.fr/ark:/12148/cb41741982j,rhegium,6.79,22.0
BnF,cb41741983w,https://gallica.bnf.fr/ark:/12148/cb41741983w,rhegium,7.21,22.0
BnF,cb417419847,https://gallica.bnf.fr/ark:/12148/cb417419847,rhegium,10.73,23.0
BnF,cb41741985k,https://gallica.bnf.fr/ark:/12148/cb41741985k,rhegium,6.43,22.0
BnF,cb41741986x,https://gallica.bnf.fr/ark:/12148/cb41741986x,rhegium,7.6,24.0
BnF,cb417419878,https://gallica.bnf.fr/ark:/12148/cb417419878,rhegium,6.07,22.0
BnF,cb41741988m,https://gallica.bnf.fr/ark:/12148/cb41741988m,rhegium,,
BnF,cb41741989z,https://gallica.bnf.fr/ark:/12148/cb41741989z,rhegium,,
BnF,cb417419905,https://gallica.bnf.fr/ark:/12148/cb417419905,rhegium,,
BnF,cb417421728,https://gallica.bnf.fr/ark:/12148/cb417421728,neapolis,,
BnF,cb41742173m,https://gallica.bnf.fr/ark:/12148/cb41742173m,neapolis,,
BnF,cb41742174z,https://gallica.bnf.fr/ark:/12148/cb41742174z,neapolis,,
BnF,cb41742197m,https://gallica.bnf.fr/ark:/12148/cb41742197m,heraclea,,
BnF,cb41742480q,https://gallica.bnf.fr/ark:/12148/cb41742480q,neapolis,,
BnF,cb417424812,https://gallica.bnf.fr/ark:/12148/cb417424812,neapolis,,
BnF,cb41742482d,https://gallica.bnf.fr/ark:/12148/cb41742482d,neapolis,,
BnF,cb41742483r,https://gallica.bnf.fr/ark:/12148/cb41742483r,neapolis,,
BnF,cb417424843,https://gallica.bnf.fr/ark:/12148/cb417424843,neapolis,,
BnF,cb41742486s,https://gallica.bnf.fr/ark:/12148/cb41742486s,tarentum,0.66,10.0
BnF,cb417424874,https://gallica.bnf.fr/ark:/12148/cb417424874,tarentum,0.73,10.0
BnF,cb41742488g,https://gallica.bnf.fr/ark:/12148/cb41742488g,tarentum,,
BnF,cb41742489t,https://gallica.bnf.fr/ark:/12148/cb41742489t,tarentum,7.9,21.0
BnF,cb417424901,https://gallica.bnf.fr/ark:/12148/cb417424901,tarentum,,
BnF,cb41742491c,https://gallica.bnf.fr/ark:/12148/cb41742491c,tarentum,,
BnF,cb41742492q,https://gallica.bnf.fr/ark:/12148/cb41742492q,tarentum,,
BnF,cb417424932,https://gallica.bnf.fr/ark:/12148/cb417424932,tarentum,7.68,22.0
BnF,cb41742494d,https://gallica.bnf.fr/ark:/12148/cb41742494d,tarentum,,
BnF,cb41742495r,https://gallica.bnf.fr/ark:/12148/cb41742495r,tarentum,,
BnF,cb417424963,https://gallica.bnf.fr/ark:/12148/cb417424963,tarentum,,
BnF,cb41742497f,https://gallica.bnf.fr/ark:/12148/cb41742497f,tarentum,,
BnF,cb41742498s,https://gallica.bnf.fr/ark:/12148/cb41742498s,tarentum,,
BnF,cb417424994,https://gallica.bnf.fr/ark:/12148/cb417424994,tarentum,7.69,20.0
BnF,cb41742500h,https://gallica.bnf.fr/ark:/12148/cb41742500h,tarentum,,
BnF,cb41742501v,https://gallica.bnf.fr/ark:/12148/cb41742501v,tarentum,,
BnF,cb417425026,https://gallica.bnf.fr/ark:/12148/cb417425026,tarentum,,
BnF,cb41742503j,https://gallica.bnf.fr/ark:/12148/cb41742503j,tarentum,7.81,20.0
BnF,cb41742504w,https://gallica.bnf.fr/ark:/12148/cb41742504w,tarentum,7.74,20.0
BnF,cb417425057,https://gallica.bnf.fr/ark:/12148/cb417425057,tarentum,7.32,21.0
BnF,cb41742506k,https://gallica.bnf.fr/ark:/12148/cb41742506k,tarentum,7.73,21.0
BnF,cb41742507x,https://gallica.bnf.fr/ark:/12148/cb41742507x,tarentum,7.85,20.0
BnF,cb417425088,https://gallica.bnf.fr/ark:/12148/cb417425088,tarentum,,
BnF,cb41742509m,https://gallica.bnf.fr/ark:/12148/cb41742509m,tarentum,,
BnF,cb41742510t,https://gallica.bnf.fr/ark:/12148/cb41742510t,tarentum,,
BnF,cb417425115,https://gallica.bnf.fr/ark:/12148/cb417425115,tarentum,,
BnF,cb41742512h,https://gallica.bnf.fr/ark:/12148/cb41742512h,tarentum,,
BnF,cb41742513v,https://gallica.bnf.fr/ark:/12148/cb41742513v,tarentum,1.41,9.0
BnF,cb417425146,https://gallica.bnf.fr/ark:/12148/cb417425146,tarentum,,
BnF,cb41742515j,https://gallica.bnf.fr/ark:/12148/cb41742515j,tarentum,4.26,13.0
BnF,cb41742516w,https://gallica.bnf.fr/ark:/12148/cb41742516w,tarentum,0.86,8.0
BnF,cb417425177,https://gallica.bnf.fr/ark:/12148/cb417425177,tarentum,,
BnF,cb417425204,https://gallica.bnf.fr/ark:/12148/cb417425204,tarentum,,
BnF,cb41742521g,https://gallica.bnf.fr/ark:/12148/cb41742521g,heraclea,,
BnF,cb41742522t,https://gallica.bnf.fr/ark:/12148/cb41742522t,heraclea,,
BnF,cb417425235,https://gallica.bnf.fr/ark:/12148/cb417425235,heraclea,,
BnF,cb41742524h,https://gallica.bnf.fr/ark:/12148/cb41742524h,heraclea,,
BnF,cb41742525v,https://gallica.bnf.fr/ark:/12148/cb41742525v,heraclea,,
BnF,cb41742527j,https://gallica.bnf.fr/ark:/12148/cb41742527j,heraclea,,
BnF,cb41742528w,https://gallica.bnf.fr/ark:/12148/cb41742528w,heraclea,,
BnF,cb417425297,https://gallica.bnf.fr/ark:/12148/cb417425297,heraclea,,
BnF,cb41742530f,https://gallica.bnf.fr/ark:/12148/cb41742530f,heraclea,,
BnF,cb41742531s,https://gallica.bnf.fr/ark:/12148/cb41742531s,heraclea,,
BnF,cb417425324,https://gallica.bnf.fr/ark:/12148/cb417425324,heraclea,,
BnF,cb41742533g,https://gallica.bnf.fr/ark:/12148/cb41742533g,metapontum,,
BnF,cb41742534t,https://gallica.bnf.fr/ark:/12148/cb41742534t,metapontum,,
BnF,cb417425355,https://gallica.bnf.fr/ark:/12148/cb417425355,metapontum,,
BnF,cb41742536h,https://gallica.bnf.fr/ark:/12148/cb41742536h,metapontum,,
BnF,cb41742537v,https://gallica.bnf.fr/ark:/12148/cb41742537v,metapontum,,
BnF,cb417425386,https://gallica.bnf.fr/ark:/12148/cb417425386,metapontum,,
BnF,cb41742539j,https://gallica.bnf.fr/ark:/12148/cb41742539j,metapontum,,
BnF,cb41742540r,https://gallica.bnf.fr/ark:/12148/cb41742540r,metapontum,,
BnF,cb417425413,https://gallica.bnf.fr/ark:/12148/cb417425413,metapontum,,
BnF,cb41742542f,https://gallica.bnf.fr/ark:/12148/cb41742542f,metapontum,,
BnF,cb41742543s,https://gallica.bnf.fr/ark:/12148/cb41742543s,metapontum,,
BnF,cb417425444,https://gallica.bnf.fr/ark:/12148/cb417425444,metapontum,,
BnF,cb41742545g,https://gallica.bnf.fr/ark:/12148/cb41742545g,metapontum,,
BnF,cb41742546t,https://gallica.bnf.fr/ark:/12148/cb41742546t,poseidonia_paestum,,
BnF,cb41742548h,https://gallica.bnf.fr/ark:/12148/cb41742548h,poseidonia_paestum,,
BnF,cb41742549v,https://gallica.bnf.fr/ark:/12148/cb41742549v,poseidonia_paestum,,
BnF,cb417425502,https://gallica.bnf.fr/ark:/12148/cb417425502,poseidonia_paestum,,
BnF,cb41742551d,https://gallica.bnf.fr/ark:/12148/cb41742551d,poseidonia_paestum,,
BnF,cb41742552r,https://gallica.bnf.fr/ark:/12148/cb41742552r,poseidonia_paestum,,
BnF,cb417425533,https://gallica.bnf.fr/ark:/12148/cb417425533,poseidonia_paestum,,
BnF,cb41742554f,https://gallica.bnf.fr/ark:/12148/cb41742554f,poseidonia_paestum,,
BnF,cb41742555s,https://gallica.bnf.fr/ark:/12148/cb41742555s,poseidonia_paestum,,
BnF,cb417425564,https://gallica.bnf.fr/ark:/12148/cb417425564,poseidonia_paestum,,
BnF,cb41742557g,https://gallica.bnf.fr/ark:/12148/cb41742557g,poseidonia_paestum,,
BnF,cb41742560c,https://gallica.bnf.fr/ark:/12148/cb41742560c,thurium_copia,,
BnF,cb41742561q,https://gallica.bnf.fr/ark:/12148/cb41742561q,thurium_copia,,
BnF,cb417425622,https://gallica.bnf.fr/ark:/12148/cb417425622,thurium_copia,,
BnF,cb41742563d,https://gallica.bnf.fr/ark:/12148/cb41742563d,thurium_copia,,
BnF,cb41742564r,https://gallica.bnf.fr/ark:/12148/cb41742564r,thurium_copia,,
BnF,cb417425653,https://gallica.bnf.fr/ark:/12148/cb417425653,thurium_copia,,
BnF,cb41742566f,https://gallica.bnf.fr/ark:/12148/cb41742566f,thurium_copia,,
BnF,cb41742567s,https://gallica.bnf.fr/ark:/12148/cb41742567s,thurium_copia,,
BnF,cb417425684,https://gallica.bnf.fr/ark:/12148/cb417425684,thurium_copia,,
BnF,cb41742569g,https://gallica.bnf.fr/ark:/12148/cb41742569g,thurium_copia,,
BnF,cb41742570p,https://gallica.bnf.fr/ark:/12148/cb41742570p,thurium_copia,,
BnF,cb417425711,https://gallica.bnf.fr/ark:/12148/cb417425711,thurium_copia,,
BnF,cb41742572c,https://gallica.bnf.fr/ark:/12148/cb41742572c,thurium_copia,,
BnF,cb41742573q,https://gallica.bnf.fr/ark:/12148/cb41742573q,thurium_copia,,
BnF,cb417425742,https://gallica.bnf.fr/ark:/12148/cb417425742,thurium_copia,,
BnF,cb41742575d,https://gallica.bnf.fr/ark:/12148/cb41742575d,thurium_copia,,
BnF,cb41742576r,https://gallica.bnf.fr/ark:/12148/cb41742576r,thurium_copia,,
BnF,cb417425773,https://gallica.bnf.fr/ark:/12148/cb417425773,thurium_copia,,
BnF,cb41742578f,https://gallica.bnf.fr/ark:/12148/cb41742578f,thurium_copia,,
BnF,cb41742579s,https://gallica.bnf.fr/ark:/12148/cb41742579s,thurium_copia,,
BnF,cb417425800,https://gallica.bnf.fr/ark:/12148/cb417425800,thurium_copia,,
BnF,cb41742581b,https://gallica.bnf.fr/ark:/12148/cb41742581b,thurium_copia,,
BnF,cb41742582p,https://gallica.bnf.fr/ark:/12148/cb41742582p,thurium_copia,,
BnF,cb417425831,https://gallica.bnf.fr/ark:/12148/cb417425831,thurium_copia,,
BnF,cb41742584c,https://gallica.bnf.fr/ark:/12148/cb41742584c,thurium_copia,,
BnF,cb41742585q,https://gallica.bnf.fr/ark:/12148/cb41742585q,velia,,
BnF,cb417425862,https://gallica.bnf.fr/ark:/12148/cb417425862,velia,,
BnF,cb41742587d,https://gallica.bnf.fr/ark:/12148/cb41742587d,velia,,
BnF,cb41742588r,https://gallica.bnf.fr/ark:/12148/cb41742588r,velia,,
BnF,cb417425893,https://gallica.bnf.fr/ark:/12148/cb417425893,velia,,
BnF,cb417425909,https://gallica.bnf.fr/ark:/12148/cb417425909,velia,,
BnF,cb41742591n,https://gallica.bnf.fr/ark:/12148/cb41742591n,velia,,
BnF,cb417425920,https://gallica.bnf.fr/ark:/12148/cb417425920,velia,,
BnF,cb41742593b,https://gallica.bnf.fr/ark:/12148/cb41742593b,velia,,
BnF,cb41742594p,https://gallica.bnf.fr/ark:/12148/cb41742594p,velia,,
BnF,cb417425951,https://gallica.bnf.fr/ark:/12148/cb417425951,velia,,
BnF,cb41742596c,https://gallica.bnf.fr/ark:/12148/cb41742596c,velia,,
BnF,cb41742597q,https://gallica.bnf.fr/ark:/12148/cb41742597q,velia,,
BnF,cb41742630q,https://gallica.bnf.fr/ark:/12148/cb41742630q,croton,,
BnF,cb417426312,https://gallica.bnf.fr/ark:/12148/cb417426312,croton,,
BnF,cb41742632d,https://gallica.bnf.fr/ark:/12148/cb41742632d,croton,,
BnF,cb41742633r,https://gallica.bnf.fr/ark:/12148/cb41742633r,croton,,
BnF,cb417426343,https://gallica.bnf.fr/ark:/12148/cb417426343,croton,,
BnF,cb41742635f,https://gallica.bnf.fr/ark:/12148/cb41742635f,croton,,
BnF,cb41742636s,https://gallica.bnf.fr/ark:/12148/cb41742636s,croton,,
BnF,cb417426374,https://gallica.bnf.fr/ark:/12148/cb417426374,croton,,
BnF,cb41742638g,https://gallica.bnf.fr/ark:/12148/cb41742638g,croton,,
BnF,cb41742642q,https://gallica.bnf.fr/ark:/12148/cb41742642q,rhegium,,
BnF,cb417426432,https://gallica.bnf.fr/ark:/12148/cb417426432,rhegium,,
BnF,cb41742644d,https://gallica.bnf.fr/ark:/12148/cb41742644d,rhegium,,
BnF,cb41742645r,https://gallica.bnf.fr/ark:/12148/cb41742645r,rhegium,,
BnF,cb417426463,https://gallica.bnf.fr/ark:/12148/cb417426463,rhegium,,
BnF,cb41742647f,https://gallica.bnf.fr/ark:/12148/cb41742647f,rhegium,,
BnF,cb41742648s,https://gallica.bnf.fr/ark:/12148/cb41742648s,rhegium,,
BnF,cb41742650b,https://gallica.bnf.fr/ark:/12148/cb41742650b,rhegium,,
BnF,cb41742691x,https://gallica.bnf.fr/ark:/12148/cb41742691x,rhegium,,
BnF,cb417426928,https://gallica.bnf.fr/ark:/12148/cb417426928,rhegium,,
BnF,cb41742693m,https://gallica.bnf.fr/ark:/12148/cb41742693m,rhegium,,
BnF,cb41742694z,https://gallica.bnf.fr/ark:/12148/cb41742694z,rhegium,,
BnF,cb41742855m,https://gallica.bnf.fr/ark:/12148/cb41742855m,neapolis,,
BnF,cb41742856z,https://gallica.bnf.fr/ark:/12148/cb41742856z,neapolis,,
BnF,cb41743532c,https://gallica.bnf.fr/ark:/12148/cb41743532c,neapolis,,
BnF,cb41743533q,https://gallica.bnf.fr/ark:/12148/cb41743533q,neapolis,,
BnF,cb417435342,https://gallica.bnf.fr/ark:/12148/cb417435342,neapolis,,
BnF,cb41743535d,https://gallica.bnf.fr/ark:/12148/cb41743535d,neapolis,,
BnF,cb41743536r,https://gallica.bnf.fr/ark:/12148/cb41743536r,neapolis,,
BnF,cb417435373,https://gallica.bnf.fr/ark:/12148/cb417435373,neapolis,,
BnF,cb41743538f,https://gallica.bnf.fr/ark:/12148/cb41743538f,neapolis,,
BnF,cb41743539s,https://gallica.bnf.fr/ark:/12148/cb41743539s,neapolis,,
BnF,cb417435400,https://gallica.bnf.fr/ark:/12148/cb417435400,neapolis,,
BnF,cb41743541b,https://gallica.bnf.fr/ark:/12148/cb41743541b,neapolis,,
BnF,cb41743542p,https://gallica.bnf.fr/ark:/12148/cb41743542p,neapolis,,
BnF,cb417435431,https://gallica.bnf.fr/ark:/12148/cb417435431,neapolis,,
BnF,cb41743544c,https://gallica.bnf.fr/ark:/12148/cb41743544c,neapolis,,
BnF,cb41743545q,https://gallica.bnf.fr/ark:/12148/cb41743545q,neapolis,,
BnF,cb417435462,https://gallica.bnf.fr/ark:/12148/cb417435462,neapolis,,
BnF,cb41743547d,https://gallica.bnf.fr/ark:/12148/cb41743547d,neapolis,,
BnF,cb41743548r,https://gallica.bnf.fr/ark:/12148/cb41743548r,neapolis,,
BnF,cb417435493,https://gallica.bnf.fr/ark:/12148/cb417435493,neapolis,,
BnF,cb417435509,https://gallica.bnf.fr/ark:/12148/cb417435509,neapolis,,
BnF,cb41743551n,https://gallica.bnf.fr/ark:/12148/cb41743551n,neapolis,,
BnF,cb417446697,https://gallica.bnf.fr/ark:/12148/cb417446697,maleventum_beneventum,,
BnF,cb41744763f,https://gallica.bnf.fr/ark:/12148/cb41744763f,neapolis,,
BnF,cb41744764s,https://gallica.bnf.fr/ark:/12148/cb41744764s,neapolis,,
BnF,cb417447654,https://gallica.bnf.fr/ark:/12148/cb417447654,neapolis,,
BnF,cb41744766g,https://gallica.bnf.fr/ark:/12148/cb41744766g,neapolis,,
BnF,cb417447685,https://gallica.bnf.fr/ark:/12148/cb417447685,neapolis,7.3,19.0
