museum,accession,record_url,mint_hint,weight_g,diam_mm
ANS,1957.172.206,http://numismatics.org/collection/1957.172.206,tarentum,6.28,
ANS,1957.172.207,http://numismatics.org/collection/1957.172.207,tarentum,6.54,
ANS,1957.172.208,http://numismatics.org/collection/1957.172.208,tarentum,6.16,
ANS,1957.172.210,http://numismatics.org/collection/1957.172.210,tarentum,6.47,
ANS,1957.172.211,http://numismatics.org/collection/1957.172.211,tarentum,6.52,
ANS,1957.172.212,http://numismatics.org/collection/1957.172.212,tarentum,5.69,
ANS,1957.172.213,http://numismatics.org/collection/1957.172.213,tarentum,6.23,
ANS,1957.172.214,http://numismatics.org/collection/1957.172.214,tarentum,6.38,
ANS,1957.172.215,http://numismatics.org/collection/1957.172.215,tarentum,6.51,
ANS,1957.172.216,http://numismatics.org/collection/1957.172.216,tarentum,6.37,
ANS,1957.172.217,http://numismatics.org/collection/1957.172.217,tarentum,6.31,
ANS,1957.172.218,http://numismatics.org/collection/1957.172.218,tarentum,6.28,
ANS,1957.172.219,http://numismatics.org/collection/1957.172.219,tarentum,3.32,
ANS,1957.172.220,http://numismatics.org/collection/1957.172.220,tarentum,3.26,
ANS,1957.172.221,http://numismatics.org/collection/1957.172.221,tarentum,3.86,
ANS,1957.172.222,http://numismatics.org/collection/1957.172.222,tarentum,3.68,
ANS,1957.172.223,http://numismatics.org/collection/1957.172.223,tarentum,3.58,
ANS,1957.172.224,http://numismatics.org/collection/1957.172.224,tarentum,3.75,
ANS,1957.172.226,http://numismatics.org/collection/1957.172.226,tarentum,7.07,
ANS,1957.172.227,http://numismatics.org/collection/1957.172.227,tarentum,6.99,
ANS,1957.172.228,http://numismatics.org/collection/1957.172.228,tarentum,7.21,
ANS,1957.172.229,http://numismatics.org/collection/1957.172.229,tarentum,5.9,
ANS,1957.172.230,http://numismatics.org/collection/1957.172.230,tarentum,7.32,
ANS,1957.172.231,http://numismatics.org/collection/1957.172.231,tarentum,7.2,
ANS,1957.172.232,http://numismatics.org/collection/1957.172.232,tarentum,7.38,
ANS,1957.172.233,http://numismatics.org/collection/1957.172.233,tarentum,7.25,
ANS,1957.172.234,http://numismatics.org/collection/1957.172.234,tarentum,7.25,
ANS,1957.172.235,http://numismatics.org/collection/1957.172.235,tarentum,7.34,
ANS,1957.172.236,http://numismatics.org/collection/1957.172.236,tarentum,3.16,
ANS,1957.172.237,http://numismatics.org/collection/1957.172.237,tarentum,0.65,
ANS,1957.172.255,http://numismatics.org/collection/1957.172.255,tarentum,1.08,
ANS,1957.172.257,http://numismatics.org/collection/1957.172.257,tarentum,1.2,
ANS,1957.172.258,http://numismatics.org/collection/1957.172.258,tarentum,1.04,
ANS,1957.172.259,http://numismatics.org/collection/1957.172.259,tarentum,0.91,
ANS,1957.172.260,http://numismatics.org/collection/1957.172.260,tarentum,0.96,
ANS,1957.172.261,http://numismatics.org/collection/1957.172.261,tarentum,0.16,
ANS,1957.172.262,http://numismatics.org/collection/1957.172.262,tarentum,1.81,
ANS,1957.172.263,http://numismatics.org/collection/1957.172.263,heraclea,0.89,
ANS,1957.172.264,http://numismatics.org/collection/1957.172.264,heraclea,1.18,
ANS,1957.172.265,http://numismatics.org/collection/1957.172.265,heraclea,7.92,
ANS,1957.172.266,http://numismatics.org/collection/1957.172.266,heraclea,0.81,
ANS,1957.172.267,http://numismatics.org/collection/1957.172.267,heraclea,7.37,
ANS,1957.172.268,http://numismatics.org/collection/1957.172.268,heraclea,6.34,
ANS,1957.172.270,http://numismatics.org/collection/1957.172.270,metapontum,8.2,
ANS,1957.172.273,http://numismatics.org/collection/1957.172.273,metapontum,2.63,
ANS,1957.172.279,http://numismatics.org/collection/1957.172.279,metapontum,7.92,
ANS,1957.172.281,http://numismatics.org/collection/1957.172.281,metapontum,7.92,
ANS,1957.172.282,http://numismatics.org/collection/1957.172.282,metapontum,7.56,
ANS,1957.172.284,http://numismatics.org/collection/1957.172.284,metapontum,7.66,
ANS,1957.172.286,http://numismatics.org/collection/1957.172.286,metapontum,1.21,
ANS,1957.172.287,http://numismatics.org/collection/1957.172.287,metapontum,7.73,
ANS,1957.172.288,http://numismatics.org/collection/1957.172.288,metapontum,7.41,
ANS,1957.172.289,http://numismatics.org/collection/1957.172.289,metapontum,7.6,
ANS,1957.172.290,http://numismatics.org/collection/1957.172.290,metapontum,7.54,
ANS,1957.172.291,http://numismatics.org/collection/1957.172.291,metapontum,7.89,
ANS,1957.172.292,http://numismatics.org/collection/1957.172.292,metapontum,7.47,
ANS,1957.172.293,http://numismatics.org/collection/1957.172.293,metapontum,7.38,
ANS,1957.172.294,http://numismatics.org/collection/1957.172.294,metapontum,6.87,
ANS,1957.172.295,http://numismatics.org/collection/1957.172.295,metapontum,7.27,
ANS,1957.172.296,http://numismatics.org/collection/1957.172.296,metapontum,7.15,
ANS,1957.172.297,http://numismatics.org/collection/1957.172.297,metapontum,7.43,
ANS,1957.172.301,http://numismatics.org/collection/1957.172.301,metapontum,7.94,
ANS,1957.172.302,http://numismatics.org/collection/1957.172.302,metapontum,7.89,
ANS,1957.172.303,http://numismatics.org/collection/1957.172.303,metapontum,7.71,
ANS,1957.172.305,http://numismatics.org/collection/1957.172.305,metapontum,7.3,
ANS,1957.172.306,http://numismatics.org/collection/1957.172.306,metapontum,7.79,
ANS,1957.172.307,http://numismatics.org/collection/1957.172.307,metapontum,7.61,
ANS,1957.172.308,http://numismatics.org/collection/1957.172.308,metapontum,7.41,
ANS,1957.172.310,http://numismatics.org/collection/1957.172.310,metapontum,7.04,
ANS,1957.172.311,http://numismatics.org/collection/1957.172.311,metapontum,1.16,
ANS,1957.172.312,http://numismatics.org/collection/1957.172.312,metapontum,2.41,
ANS,1957.172.332,http://numismatics.org/collection/1957.172.332,thurium_copia,7.9,
ANS,1957.172.333,http://numismatics.org/collection/1957.172.333,thurium_copia,7.81,
ANS,1957.172.334,http://numismatics.org/collection/1957.172.334,thurium_copia,7.59,
ANS,1957.172.335,http://numismatics.org/collection/1957.172.335,thurium_copia,7.81,
ANS,1957.172.336,http://numismatics.org/collection/1957.172.336,thurium_copia,7.73,
ANS,1957.172.337,http://numismatics.org/collection/1957.172.337,thurium_copia,,
ANS,1957.172.338,http://numismatics.org/collection/1957.172.338,thurium_copia,7.78,
ANS,1957.172.339,http://numismatics.org/collection/1957.172.339,thurium_copia,7.85,
ANS,1957.172.340,http://numismatics.org/collection/1957.172.340,thurium_copia,7.54,
ANS,1957.172.341,http://numismatics.org/collection/1957.172.341,thurium_copia,7.89,
ANS,1957.172.342,http://numismatics.org/collection/1957.172.342,thurium_copia,7.73,
ANS,1957.172.343,http://numismatics.org/collection/1957.172.343,thurium_copia,14.59,
ANS,1957.172.344,http://numismatics.org/collection/1957.172.344,thurium_copia,15.78,
ANS,1957.172.345,http://numismatics.org/collection/1957.172.345,thurium_copia,7.62,
ANS,1957.172.346,http://numismatics.org/collection/1957.172.346,thurium_copia,8.11,
ANS,1957.172.347,http://numismatics.org/collection/1957.172.347,thurium_copia,7.37,
ANS,1957.172.348,http://numismatics.org/collection/1957.172.348,thurium_copia,7.69,
ANS,1957.172.352,http://numismatics.org/collection/1957.172.352,thurium_copia,7.62,
ANS,1957.172.353,http://numismatics.org/collection/1957.172.353,thurium_copia,7.12,
ANS,1957.172.354,http://numismatics.org/collection/1957.172.354,thurium_copia,7.62,
ANS,1957.172.355,http://numismatics.org/collection/1957.172.355,thurium_copia,7.79,
ANS,1957.172.356,http://numismatics.org/collection/1957.172.356,thurium_copia,7.99,
ANS,1957.172.357,http://numismatics.org/collection/1957.172.357,thurium_copia,7.48,
ANS,1957.172.358,http://numismatics.org/collection/1957.172.358,thurium_copia,7.79,
ANS,1957.172.359,http://numismatics.org/collection/1957.172.359,thurium_copia,7.81,
ANS,1957.172.361,http://numismatics.org/collection/1957.172.361,thurium_copia,7.72,
ANS,1957.172.362,http://numismatics.org/collection/1957.172.362,thurium_copia,7.67,
ANS,1957.172.363,http://numismatics.org/collection/1957.172.363,thurium_copia,1.12,
ANS,1957.172.366,http://numismatics.org/collection/1957.172.366,velia,7.56,
ANS,1957.172.368,http://numismatics.org/collection/1957.172.368,velia,4.04,
ANS,1957.172.369,http://numismatics.org/collection/1957.172.369,velia,7.5,
ANS,1957.172.373,http://numismatics.org/collection/1957.172.373,velia,7.47,
ANS,1957.172.374,http://numismatics.org/collection/1957.172.374,velia,7.47,
ANS,1957.172.375,http://numismatics.org/collection/1957.172.375,velia,7.28,
ANS,1957.172.376,http://numismatics.org/collection/1957.172.376,velia,7.42,
ANS,1957.172.383,http://numismatics.org/collection/1957.172.383,velia,,
ANS,1957.172.415,http://numismatics.org/collection/1957.172.415,croton,7.78,
ANS,1957.172.416,http://numismatics.org/collection/1957.172.416,croton,7.44,
ANS,1957.172.419,http://numismatics.org/collection/1957.172.419,croton,7.22,
ANS,1957.172.420,http://numismatics.org/collection/1957.172.420,croton,7.28,
ANS,1957.172.421,http://numismatics.org/collection/1957.172.421,croton,7.78,
ANS,1957.172.422,http://numismatics.org/collection/1957.172.422,croton,7.59,
ANS,1957.172.423,http://numismatics.org/collection/1957.172.423,croton,7.06,
ANS,1957.172.424,http://numismatics.org/collection/1957.172.424,croton,7.39,
ANS,1957.172.425,http://numismatics.org/collection/1957.172.425,croton,6.52,
ANS,1957.172.426,http://numismatics.org/collection/1957.172.426,croton,6.36,
ANS,1957.172.427,http://numismatics.org/collection/1957.172.427,croton,3.66,
ANS,1957.172.46,http://numismatics.org/collection/1957.172.46,neapolis,7.13,
ANS,1957.172.477,http://numismatics.org/collection/1957.172.477,rhegium,16.63,
ANS,1957.172.478,http://numismatics.org/collection/1957.172.478,rhegium,17.04,
ANS,1957.172.479,http://numismatics.org/collection/1957.172.479,rhegium,4.17,
ANS,1957.172.480,http://numismatics.org/collection/1957.172.480,rhegium,2.05,
ANS,1957.172.482,http://numismatics.org/collection/1957.172.482,rhegium,3.49,
ANS,1957.172.483,http://numismatics.org/collection/1957.172.483,rhegium,8.31,
ANS,1957.172.485,http://numismatics.org/collection/1957.172.485,rhegium,6.08,
ANS,1957.172.486,http://numismatics.org/collection/1957.172.486,rhegium,3.51,
ANS,1957.172.52,http://numismatics.org/collection/1957.172.52,neapolis,7.06,
ANS,1957.172.53,http://numismatics.org/collection/1957.172.53,neapolis,6.98,
ANS,1957.172.640,http://numismatics.org/collection/1957.172.640,neapolis,10.069,
ANS,1957.172.641,http://numismatics.org/collection/1957.172.641,neapolis,1.863,
ANS,1957.172.81,http://numismatics.org/collection/1957.172.81,neapolis,2.39,
ANS,1957.172.82,http://numismatics.org/collection/1957.172.82,neapolis,2.79,
ANS,1957.172.84,http://numismatics.org/collection/1957.172.84,neapolis,7.15,
ANS,1957.172.88,http://numismatics.org/collection/1957.172.88,suessa_aurunca,7.36,
ANS,1957.172.91,http://numismatics.org/collection/1957.172.91,tarentum,6.75,
ANS,1957.172.92,http://numismatics.org/collection/1957.172.92,tarentum,7.84,
ANS,1957.172.93,http://numismatics.org/collection/1957.172.93,tarentum,8.0,
ANS,1957.172.94,http://numismatics.org/collection/1957.172.94,tarentum,7.59,
ANS,1957.172.95,http://numismatics.org/collection/1957.172.95,tarentum,7.69,
ANS,1957.191.1,http://numismatics.org/collection/1957.191.1,tarentum,4.28,
ANS,1957.54.1,http://numismatics.org/collection/1957.54.1,tarentum,0.79,
ANS,1958.156.1,http://numismatics.org/collection/1958.156.1,metapontum,2.53,
ANS,1958.156.2,http://numismatics.org/collection/1958.156.2,metapontum,7.1,
ANS,1958.156.3,http://numismatics.org/collection/1958.156.3,metapontum,7.4,
ANS,1958.156.4,http://numismatics.org/collection/1958.156.4,metapontum,7.29,
ANS,1958.163.1,http://numismatics.org/collection/1958.163.1,tarentum,0.8,
ANS,1958.216.1,http://numismatics.org/collection/1958.216.1,metapontum,0.47,
ANS,1958.30.1,http://numismatics.org/collection/1958.30.1,tarentum,7.69,
ANS,1959.141.1,http://numismatics.org/collection/1959.141.1,metapontum,7.23,
ANS,1959.231.1,http://numismatics.org/collection/1959.231.1,metapontum,7.88,
ANS,1960.170.21,http://numismatics.org/collection/1960.170.21,neapolis,1.861,
ANS,1960.170.22,http://numismatics.org/collection/1960.170.22,neapolis,1.751,
ANS,1960.170.23,http://numismatics.org/collection/1960.170.23,neapolis,1.865,
ANS,1960.170.24,http://numismatics.org/collection/1960.170.24,neapolis,1.878,
ANS,1960.170.25,http://numismatics.org/collection/1960.170.25,neapolis,1.753,
ANS,1960.170.26,http://numismatics.org/collection/1960.170.26,neapolis,1.86,
ANS,1960.170.27,http://numismatics.org/collection/1960.170.27,neapolis,1.851,
ANS,1960.170.28,http://numismatics.org/collection/1960.170.28,neapolis,1.679,
ANS,1960.170.8,http://numismatics.org/collection/1960.170.8,tarentum,7.7,
ANS,1960.34.1,http://numismatics.org/collection/1960.34.1,rhegium,9.08,
ANS,1960.60.1,http://numismatics.org/collection/1960.60.1,tarentum,0.71,
ANS,1960.76.1,http://numismatics.org/collection/1960.76.1,tarentum,7.82,
ANS,1960.9.4,http://numismatics.org/collection/1960.9.4,tarentum,0.75,
ANS,1960.9.5,http://numismatics.org/collection/1960.9.5,tarentum,0.78,
ANS,1960.9.6,http://numismatics.org/collection/1960.9.6,tarentum,0.83,
ANS,1960.9.7,http://numismatics.org/collection/1960.9.7,tarentum,0.77,
ANS,1960.9.8,http://numismatics.org/collection/1960.9.8,tarentum,0.75,
ANS,1961.154.138,http://numismatics.org/collection/1961.154.138,neapolis,3.54,17.0
ANS,1961.154.139,http://numismatics.org/collection/1961.154.139,neapolis,11.47,24.0
ANS,1961.154.140,http://numismatics.org/collection/1961.154.140,neapolis,12.61,26.0
ANS,1961.154.143,http://numismatics.org/collection/1961.154.143,neapolis,14.93,28.0
ANS,1962.75.1,http://numismatics.org/collection/1962.75.1,metapontum,2.63,
ANS,1963.268.10,http://numismatics.org/collection/1963.268.10,neapolis,1.853,
ANS,1963.268.7,http://numismatics.org/collection/1963.268.7,neapolis,9.63,
ANS,1963.268.9,http://numismatics.org/collection/1963.268.9,neapolis,1.804,
ANS,1964.36.1,http://numismatics.org/collection/1964.36.1,thurium_copia,7.84,
ANS,1964.59.1,http://numismatics.org/collection/1964.59.1,neapolis,4.82,
ANS,1964.79.2,http://numismatics.org/collection/1964.79.2,thurium_copia,7.87,
ANS,1965.305.2,http://numismatics.org/collection/1965.305.2,metapontum,1.05,
ANS,1966.264.1,http://numismatics.org/collection/1966.264.1,tarentum,7.99,
ANS,1966.264.12,http://numismatics.org/collection/1966.264.12,tarentum,6.54,
ANS,1966.264.13,http://numismatics.org/collection/1966.264.13,tarentum,6.38,
ANS,1966.264.14,http://numismatics.org/collection/1966.264.14,tarentum,6.48,
ANS,1966.264.15,http://numismatics.org/collection/1966.264.15,tarentum,6.65,
ANS,1966.264.16,http://numismatics.org/collection/1966.264.16,tarentum,6.46,
ANS,1966.264.17,http://numismatics.org/collection/1966.264.17,tarentum,6.54,
ANS,1966.264.18,http://numismatics.org/collection/1966.264.18,tarentum,5.66,
ANS,1966.264.19,http://numismatics.org/collection/1966.264.19,tarentum,6.05,
ANS,1966.264.2,http://numismatics.org/collection/1966.264.2,tarentum,7.85,
ANS,1966.264.20,http://numismatics.org/collection/1966.264.20,tarentum,6.98,
ANS,1966.264.21,http://numismatics.org/collection/1966.264.21,tarentum,7.34,
ANS,1966.264.22,http://numismatics.org/collection/1966.264.22,tarentum,0.78,
ANS,1966.264.23,http://numismatics.org/collection/1966.264.23,tarentum,0.81,
ANS,1966.264.3,http://numismatics.org/collection/1966.264.3,tarentum,3.42,
ANS,1966.264.4,http://numismatics.org/collection/1966.264.4,tarentum,7.95,
ANS,1966.264.6,http://numismatics.org/collection/1966.264.6,tarentum,7.83,
ANS,1966.264.7,http://numismatics.org/collection/1966.264.7,tarentum,7.71,
ANS,1966.264.8,http://numismatics.org/collection/1966.264.8,tarentum,7.5,
ANS,1966.264.9,http://numismatics.org/collection/1966.264.9,tarentum,7.92,
ANS,1967.147.10,http://numismatics.org/collection/1967.147.10,metapontum,0.41,
ANS,1967.147.11,http://numismatics.org/collection/1967.147.11,metapontum,7.71,
ANS,1967.147.12,http://numismatics.org/collection/1967.147.12,metapontum,3.08,
ANS,1967.147.4,http://numismatics.org/collection/1967.147.4,tarentum,0.54,
ANS,1967.147.5,http://numismatics.org/collection/1967.147.5,tarentum,1.23,
ANS,1967.147.6,http://numismatics.org/collection/1967.147.6,tarentum,0.55,
ANS,1967.147.7,http://numismatics.org/collection/1967.147.7,tarentum,0.36,
ANS,1967.147.8,http://numismatics.org/collection/1967.147.8,heraclea,1.26,
ANS,1967.147.9,http://numismatics.org/collection/1967.147.9,metapontum,0.32,
ANS,1967.152.104,http://numismatics.org/collection/1967.152.104,rhegium,17.33,
ANS,1967.152.105,http://numismatics.org/collection/1967.152.105,rhegium,16.82,
ANS,1967.152.106,http://numismatics.org/collection/1967.152.106,rhegium,4.2,
ANS,1967.152.107,http://numismatics.org/collection/1967.152.107,rhegium,17.26,
ANS,1967.152.108,http://numismatics.org/collection/1967.152.108,rhegium,17.33,
ANS,1967.152.17,http://numismatics.org/collection/1967.152.17,tarentum,7.49,
ANS,1967.152.18,http://numismatics.org/collection/1967.152.18,tarentum,9.54,
ANS,1967.152.19,http://numismatics.org/collection/1967.152.19,tarentum,7.89,
ANS,1967.152.20,http://numismatics.org/collection/1967.152.20,tarentum,7.79,
ANS,1967.152.21,http://numismatics.org/collection/1967.152.21,tarentum,7.87,
ANS,1967.152.24,http://numismatics.org/collection/1967.152.24,tarentum,6.71,
ANS,1967.152.242,http://numismatics.org/collection/1967.152.242,tarentum,10.81,
ANS,1967.152.25,http://numismatics.org/collection/1967.152.25,tarentum,7.84,
ANS,1967.152.26,http://numismatics.org/collection/1967.152.26,tarentum,7.95,
ANS,1967.152.27,http://numismatics.org/collection/1967.152.27,tarentum,7.76,
ANS,1967.152.28,http://numismatics.org/collection/1967.152.28,tarentum,7.65,
ANS,1967.152.29,http://numismatics.org/collection/1967.152.29,tarentum,7.88,
ANS,1967.152.31,http://numismatics.org/collection/1967.152.31,tarentum,8.56,
ANS,1967.152.32,http://numismatics.org/collection/1967.152.32,tarentum,8.0,
ANS,1967.152.33,http://numismatics.org/collection/1967.152.33,tarentum,6.5,
ANS,1967.152.34,http://numismatics.org/collection/1967.152.34,tarentum,6.38,
ANS,1967.152.35,http://numismatics.org/collection/1967.152.35,tarentum,6.5,
ANS,1967.152.37,http://numismatics.org/collection/1967.152.37,tarentum,7.29,
ANS,1967.152.38,http://numismatics.org/collection/1967.152.38,tarentum,3.18,
ANS,1967.152.39,http://numismatics.org/collection/1967.152.39,tarentum,1.24,
ANS,1967.152.41,http://numismatics.org/collection/1967.152.41,tarentum,1.02,
ANS,1967.152.42,http://numismatics.org/collection/1967.152.42,tarentum,0.56,
ANS,1967.152.43,http://numismatics.org/collection/1967.152.43,heraclea,6.38,
ANS,1967.152.44,http://numismatics.org/collection/1967.152.44,metapontum,8.17,
ANS,1967.152.48,http://numismatics.org/collection/1967.152.48,metapontum,1.42,
ANS,1967.152.49,http://numismatics.org/collection/1967.152.49,metapontum,7.78,
ANS,1967.152.50,http://numismatics.org/collection/1967.152.50,metapontum,7.93,
ANS,1967.152.51,http://numismatics.org/collection/1967.152.51,metapontum,7.94,
ANS,1967.152.52,http://numismatics.org/collection/1967.152.52,metapontum,7.42,
ANS,1967.152.53,http://numismatics.org/collection/1967.152.53,metapontum,7.83,
ANS,1967.152.54,http://numismatics.org/collection/1967.152.54,metapontum,7.74,
ANS,1967.152.55,http://numismatics.org/collection/1967.152.55,metapontum,2.59,
ANS,1967.152.56,http://numismatics.org/collection/1967.152.56,metapontum,2.87,
ANS,1967.152.57,http://numismatics.org/collection/1967.152.57,metapontum,7.91,
ANS,1967.152.58,http://numismatics.org/collection/1967.152.58,metapontum,7.42,
ANS,1967.152.59,http://numismatics.org/collection/1967.152.59,metapontum,7.89,
ANS,1967.152.60,http://numismatics.org/collection/1967.152.60,metapontum,7.64,
ANS,1967.152.61,http://numismatics.org/collection/1967.152.61,metapontum,7.58,
ANS,1967.152.64,http://numismatics.org/collection/1967.152.64,metapontum,3.52,
ANS,1967.152.65,http://numismatics.org/collection/1967.152.65,metapontum,1.94,
ANS,1967.152.70,http://numismatics.org/collection/1967.152.70,poseidonia_paestum,4.77,
ANS,1967.152.75,http://numismatics.org/collection/1967.152.75,thurium_copia,77.85,
ANS,1967.152.76,http://numismatics.org/collection/1967.152.76,thurium_copia,15.64,
ANS,1967.152.77,http://numismatics.org/collection/1967.152.77,thurium_copia,15.49,
ANS,1967.152.78,http://numismatics.org/collection/1967.152.78,thurium_copia,16.08,
ANS,1967.152.79,http://numismatics.org/collection/1967.152.79,thurium_copia,15.29,
ANS,1967.152.80,http://numismatics.org/collection/1967.152.80,thurium_copia,6.25,
ANS,1967.152.81,http://numismatics.org/collection/1967.152.81,thurium_copia,6.41,
ANS,1967.152.82,http://numismatics.org/collection/1967.152.82,velia,3.86,
ANS,1967.152.86,http://numismatics.org/collection/1967.152.86,velia,7.61,
ANS,1967.152.87,http://numismatics.org/collection/1967.152.87,velia,7.46,
ANS,1967.152.98,http://numismatics.org/collection/1967.152.98,croton,7.82,
ANS,1967.153.1,http://numismatics.org/collection/1967.153.1,metapontum,7.357,19.0
ANS,1967.153.215,http://numismatics.org/collection/1967.153.215,luceria,227.62,65.0
ANS,1967.65.1,http://numismatics.org/collection/1967.65.1,luceria,26.01,28.5
ANS,1967.74.1,http://numismatics.org/collection/1967.74.1,rhegium,8.45,
ANS,1968.19.1,http://numismatics.org/collection/1968.19.1,croton,7.83,
ANS,1968.57.3,http://numismatics.org/collection/1968.57.3,neapolis,1.91,
ANS,1968.58.1,http://numismatics.org/collection/1968.58.1,tarentum,,
ANS,1968.58.2,http://numismatics.org/collection/1968.58.2,velia,2.98,
ANS,1969.83.1,http://numismatics.org/collection/1969.83.1,metapontum,7.13,
ANS,1969.83.126,http://numismatics.org/collection/1969.83.126,luceria,6.29,19.5
ANS,1969.83.2,http://numismatics.org/collection/1969.83.2,metapontum,6.89,
ANS,1969.83.270,http://numismatics.org/collection/1969.83.270,luceria,2.8,15.5
ANS,1969.83.271,http://numismatics.org/collection/1969.83.271,luceria,3.11,17.5
ANS,1969.83.272,http://numismatics.org/collection/1969.83.272,luceria,2.45,15.5
ANS,1970.142.497,http://numismatics.org/collection/1970.142.497,neapolis,8.61,28.0
ANS,1970.156.27,http://numismatics.org/collection/1970.156.27,neapolis,,
ANS,1971.164.10,http://numismatics.org/collection/1971.164.10,luceria,2.11,15.5
ANS,1972.217.1,http://numismatics.org/collection/1972.217.1,tarentum,,
ANS,1973.205.1,http://numismatics.org/collection/1973.205.1,metapontum,,
ANS,1974.140.11,http://numismatics.org/collection/1974.140.11,rhegium,6.81,
ANS,1974.140.3,http://numismatics.org/collection/1974.140.3,luceria,12.074,24.5
ANS,1974.140.7,http://numismatics.org/collection/1974.140.7,poseidonia_paestum,,
ANS,1974.26.103,http://numismatics.org/collection/1974.26.103,rhegium,6.58,
ANS,1974.26.104,http://numismatics.org/collection/1974.26.104,rhegium,7.5,
ANS,1974.26.39,http://numismatics.org/collection/1974.26.39,teanum_sidicinum,5.64,
ANS,1974.26.93,http://numismatics.org/collection/1974.26.93,poseidonia_paestum,2.98,
ANS,1974.95.25,http://numismatics.org/collection/1974.95.25,tarentum,,
ANS,1974.95.26,http://numismatics.org/collection/1974.95.26,poseidonia_paestum,,
ANS,1975.134.14,http://numismatics.org/collection/1975.134.14,luceria,1.73,17.0
ANS,1975.134.15,http://numismatics.org/collection/1975.134.15,luceria,2.13,18.0
ANS,1975.134.16,http://numismatics.org/collection/1975.134.16,luceria,1.97,16.5
ANS,1975.134.17,http://numismatics.org/collection/1975.134.17,luceria,1.92,15.0
ANS,1976.100.5,http://numismatics.org/collection/1976.100.5,neapolis,,
ANS,1978.39.1,http://numismatics.org/collection/1978.39.1,canusium,21.63,30.2
ANS,1978.55.1,http://numismatics.org/collection/1978.55.1,canusium,8.36,
ANS,1978.64.10,http://numismatics.org/collection/1978.64.10,neapolis,,
ANS,1978.64.100,http://numismatics.org/collection/1978.64.100,velia,,
ANS,1978.64.108,http://numismatics.org/collection/1978.64.108,croton,6.65,
ANS,1978.64.112,http://numismatics.org/collection/1978.64.112,rhegium,0.72,
ANS,1978.64.115,http://numismatics.org/collection/1978.64.115,rhegium,0.17,
ANS,1978.64.116,http://numismatics.org/collection/1978.64.116,rhegium,0.06,
ANS,1978.64.117,http://numismatics.org/collection/1978.64.117,rhegium,0.15,
ANS,1978.64.118,http://numismatics.org/collection/1978.64.118,rhegium,0.16,
ANS,1978.64.127,http://numismatics.org/collection/1978.64.127,rhegium,0.72,
ANS,1978.64.128,http://numismatics.org/collection/1978.64.128,rhegium,0.28,
ANS,1978.64.21,http://numismatics.org/collection/1978.64.21,neapolis,,
ANS,1978.64.29,http://numismatics.org/collection/1978.64.29,hyrium,2.09,12.5
ANS,1978.64.31,http://numismatics.org/collection/1978.64.31,tarentum,,
ANS,1978.64.32,http://numismatics.org/collection/1978.64.32,tarentum,7.723,
ANS,1978.64.33,http://numismatics.org/collection/1978.64.33,tarentum,6.83,
ANS,1978.64.34,http://numismatics.org/collection/1978.64.34,tarentum,7.343,
ANS,1978.64.35,http://numismatics.org/collection/1978.64.35,tarentum,6.19,
ANS,1978.64.36,http://numismatics.org/collection/1978.64.36,tarentum,5.92,
ANS,1978.64.39,http://numismatics.org/collection/1978.64.39,tarentum,6.06,
ANS,1978.64.4,http://numismatics.org/collection/1978.64.4,neapolis,,
ANS,1978.64.41,http://numismatics.org/collection/1978.64.41,tarentum,7.215,
ANS,1978.64.45,http://numismatics.org/collection/1978.64.45,tarentum,7.7,
ANS,1978.64.47,http://numismatics.org/collection/1978.64.47,tarentum,7.6,
ANS,1978.64.49,http://numismatics.org/collection/1978.64.49,tarentum,7.43,
ANS,1978.64.50,http://numismatics.org/collection/1978.64.50,tarentum,7.72,
ANS,1978.64.53,http://numismatics.org/collection/1978.64.53,tarentum,7.56,
ANS,1978.64.54,http://numismatics.org/collection/1978.64.54,tarentum,,
ANS,1978.64.55,http://numismatics.org/collection/1978.64.55,tarentum,0.37,
ANS,1978.64.56,http://numismatics.org/collection/1978.64.56,tarentum,0.17,
ANS,1978.64.58,http://numismatics.org/collection/1978.64.58,tarentum,6.31,
ANS,1978.64.59,http://numismatics.org/collection/1978.64.59,tarentum,0.2,
ANS,1978.64.60,http://numismatics.org/collection/1978.64.60,tarentum,0.78,
ANS,1978.64.61,http://numismatics.org/collection/1978.64.61,tarentum,0.54,
ANS,1978.64.63,http://numismatics.org/collection/1978.64.63,tarentum,0.79,
ANS,1978.64.64,http://numismatics.org/collection/1978.64.64,tarentum,0.82,
ANS,1978.64.66,http://numismatics.org/collection/1978.64.66,tarentum,,
ANS,1978.64.67,http://numismatics.org/collection/1978.64.67,tarentum,1.06,
ANS,1978.64.68,http://numismatics.org/collection/1978.64.68,tarentum,0.55,
ANS,1978.64.74,http://numismatics.org/collection/1978.64.74,tarentum,,
ANS,1978.64.76,http://numismatics.org/collection/1978.64.76,heraclea,1.14,
ANS,1978.64.79,http://numismatics.org/collection/1978.64.79,heraclea,1.03,
ANS,1978.64.8,http://numismatics.org/collection/1978.64.8,neapolis,,
ANS,1978.64.82,http://numismatics.org/collection/1978.64.82,metapontum,7.78,
ANS,1978.64.83,http://numismatics.org/collection/1978.64.83,metapontum,7.69,
ANS,1978.64.85,http://numismatics.org/collection/1978.64.85,thurium_copia,14.77,
ANS,1978.64.87,http://numismatics.org/collection/1978.64.87,thurium_copia,7.23,
ANS,1978.64.89,http://numismatics.org/collection/1978.64.89,thurium_copia,0.77,
